MT890242.1	Ghana	Africa	PARTIAL	29830	A	2020-04-25
MT890241.1	Ghana	Africa	PARTIAL	29830	A	2020-05-25
MT890239.1	Ghana	Africa	PARTIAL	29823	A	2020-05-27
MT890238.1	Ghana	Africa	COMPLETE	29828	A	2020-05-20
MT890231.1	Ghana	Africa	PARTIAL	29817	A	2020-05-24
MT890228.1	Ghana	Africa	PARTIAL	29823	A	2020-05-24
MT890227.1	Ghana	Africa	PARTIAL	29825	A	2020-03-29
MT890218.1	Ghana	Africa	PARTIAL	29863	A	2020-03-30
MT890216.1	Ghana	Africa	PARTIAL	29825	A	2020-05-25
MT800016.1	Egypt	Africa	COMPLETE	29793	A	2020-07-19
MT653081.1	Benin	Africa	COMPLETE	29804	A	2020-03-17
MT653080.1	Benin	Africa	COMPLETE	29804	A	2020-04-15
MT653079.1	Benin	Africa	COMPLETE	29804	A	2020-04-15
MT653078.1	Benin	Africa	COMPLETE	29804	A	2020-03-19
MT614601.1	Egypt	Africa	COMPLETE	29835	A	2020-06-02
MT611968.1	Egypt	Africa	COMPLETE	29861	A	2020-06-02
MT559038.1	Tunisia: Ben Arous	Africa	COMPLETE	29611	A	2020-03-24
MT499215.1	Tunisia	Africa	COMPLETE	29646	A	2020-03-18
LR963464.1	Zimbabwe	Africa	PARTIAL	29873	A	2020-03-01
LR963441.1	Zimbabwe	Africa	PARTIAL	29870	A	2020-03-01
LR963440.1	Zimbabwe	Africa	PARTIAL	29875	A	2020-03-01
LR963416.1	Zimbabwe	Africa	PARTIAL	29901	A	2020-03-01
MT890230.1	Ghana	Africa	COMPLETE	29823	A.11	2020-05-24
MT890229.1	Ghana	Africa	PARTIAL	29819	A.11	2020-05-23
MT890226.1	Ghana	Africa	PARTIAL	29826	A.11	2020-05-23
MT890220.1	Ghana	Africa	PARTIAL	29865	A.11	2020-03-25
MT890219.1	Ghana	Africa	PARTIAL	29834	A.11	2020-03-30
MT890217.1	Ghana	Africa	PARTIAL	29842	A.11	2020-03-29
MT890215.1	Ghana	Africa	PARTIAL	29825	A.11	2020-05-24
MT890204.1	Ghana	Africa	PARTIAL	29865	A.11	2020-03-29
MT872501.1	Sierra Leone: Bonthe	Africa	COMPLETE	29897	A.12	2020-04-27
MT872500.1	Sierra Leone	Africa	PARTIAL	29880	A.12	2020-04-13
MT872498.1	Sierra Leone: Freetown	Africa	COMPLETE	29901	A.12	2020-04-14
MT872496.1	Sierra Leone	Africa	COMPLETE	29898	A.12	2020-04-10
MT872492.1	Sierra Leone	Africa	COMPLETE	29897	A.12	2020-04-10
OQ050878.1	Nigeria	Africa	PARTIAL	29817	A.18	2021-08-02
OQ050877.1	Nigeria	Africa	PARTIAL	29647	A.19	2021-08-04
MW598425.1	Ghana	Africa	COMPLETE	29903	A.19	2020-12-23
OQ050876.1	Nigeria	Africa	COMPLETE	29850	A.21	2021-07-29
OL601929.1	Mali: Bamako	Africa	PARTIAL	29781	A.21	2021-01-05
OL601928.1	Mali: Bamako	Africa	PARTIAL	29781	A.21	2020-12-27
OL448870.1	Mali	Africa	COMPLETE	29903	A.21	2020-06-10
MW571124.1	Ghana	Africa	COMPLETE	29783	A.21	2021-01-07
OP001502.1	Kenya	Africa	PARTIAL	29782	A.23	2021-01-28
OM811363.1	Uganda	Africa	COMPLETE	29878	A.23	2020-11-16
OM811359.1	Uganda	Africa	COMPLETE	29889	A.23	2020-11-20
OL915116.1	Kenya	Africa	PARTIAL	29767	A.23	2021-01-02
OL915080.1	Kenya	Africa	PARTIAL	29782	A.23	2020-12-18
OL915078.1	Kenya	Africa	PARTIAL	29782	A.23	2020-12-04
OL913226.1	Kenya	Africa	PARTIAL	29782	A.23	2020-12-11
OL913206.1	Kenya	Africa	PARTIAL	29770	A.23	2020-12-11
OL913203.1	Kenya	Africa	PARTIAL	29782	A.23	2020-11-09
OL691383.1	Kenya	Africa	PARTIAL	29777	A.23	2020-11-03
OL548974.1	Kenya	Africa	PARTIAL	29782	A.23	2021-01-05
OL548948.1	Kenya	Africa	PARTIAL	29611	A.23	2020-12-17
OL454628.1	Kenya	Africa	COMPLETE	29777	A.23	2020-10-28
OK449157.1	Kenya	Africa	COMPLETE	29782	A.23	2020-11-23
OK449154.1	Kenya	Africa	PARTIAL	29619	A.23	2020-11-23
OK449149.1	Kenya	Africa	PARTIAL	29782	A.23	2020-11-18
OK449129.1	Kenya	Africa	PARTIAL	29782	A.23	2020-11-16
MZ287363.1	Uganda	Africa	COMPLETE	29820	A.23	2020-09-30
MZ287350.1	Uganda	Africa	COMPLETE	29814	A.23	2020-09-30
OQ788188.1	Kenya: Kenya	Africa	COMPLETE	29687	A.23.1	2021-05-18
OQ521160.1	Cameroon	Africa	COMPLETE	29875	A.23.1	2021
OQ520994.1	Cameroon	Africa	PARTIAL	29836	A.23.1	2021-02-08
OP711826.1	Kenya	Africa	COMPLETE	29714	A.23.1	2021-01-27
OP001525.1	Kenya	Africa	PARTIAL	29782	A.23.1	2020-12-07
OP001507.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-01-23
OP001506.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-01-25
OP001503.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-01-27
OP001455.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-03-18
OP001443.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-03-19
OM811377.1	Uganda	Africa	COMPLETE	29877	A.23.1	2020-11-23
OM811374.1	Uganda	Africa	COMPLETE	29891	A.23.1	2020-11-30
OM811373.1	Uganda	Africa	COMPLETE	29889	A.23.1	2020-12-12
OM811372.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-12-09
OM811369.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-11-04
OM811368.1	Uganda	Africa	COMPLETE	29872	A.23.1	2020-11-02
OM811367.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-11-11
OM811366.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-12-08
OM811365.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-12-08
OM811362.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-11-27
OM811361.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-11-16
OM811360.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-11-18
OM811358.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-12-15
OM811356.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-11-23
OM811355.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-11-04
OM811354.1	Uganda	Africa	COMPLETE	29878	A.23.1	2021-01-27
OM811353.1	Uganda	Africa	COMPLETE	29851	A.23.1	2020-12-01
OM811352.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-11-25
OM738236.1	Kenya: Kiambu	Africa	PARTIAL	29822	A.23.1	2021-03-02
OL915186.1	Kenya	Africa	PARTIAL	29761	A.23.1	2021-01-16
OL915129.1	Kenya	Africa	PARTIAL	29782	A.23.1	2020-12-31
OL915113.1	Kenya	Africa	PARTIAL	29782	A.23.1	2020-12-21
OL914834.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-04-06
OL914778.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-03-30
OL914766.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-03-28
OL914757.1	Kenya	Africa	PARTIAL	29611	A.23.1	2021-03-25
OL914685.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-03-17
OL914664.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-03-12
OL914648.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-03-08
OL914634.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-03-03
OL914629.1	Kenya	Africa	COMPLETE	29782	A.23.1	2021-02-26
OL914621.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-02-06
OL914617.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-02-03
OL913172.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-03-10
OL913170.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-03-10
OL549069.1	Kenya	Africa	PARTIAL	29754	A.23.1	2021-03-02
OL549067.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-03-02
OL549063.1	Kenya	Africa	PARTIAL	29611	A.23.1	2021-03-02
OL549047.1	Kenya	Africa	PARTIAL	29611	A.23.1	2021-03-01
OL549036.1	Kenya	Africa	PARTIAL	29611	A.23.1	2021-03-01
OL549032.1	Kenya	Africa	PARTIAL	29611	A.23.1	2021-02-28
OL549026.1	Kenya	Africa	COMPLETE	29782	A.23.1	2021-02-27
OL549010.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-02-26
OL549005.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-02-26
OL548993.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-02-25
OL548979.1	Kenya	Africa	PARTIAL	29611	A.23.1	2021-01-03
OL548975.1	Kenya	Africa	PARTIAL	29776	A.23.1	2021-01-18
OL548959.1	Kenya	Africa	PARTIAL	29302	A.23.1	2021-01-10
OL548949.1	Kenya	Africa	PARTIAL	29611	A.23.1	2020-12-28
OL548938.1	Kenya	Africa	PARTIAL	29782	A.23.1	2020-12-26
OL548935.1	Kenya	Africa	PARTIAL	29782	A.23.1	2020-12-25
OL442161.1	Uganda	Africa	COMPLETE	29878	A.23.1	2020-12-28
OK488137.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-05-17
OK488132.1	Kenya	Africa	PARTIAL	29782	A.23.1	2021-05-17
OK017350.1	Kenya	Africa	PARTIAL	29611	A.23.1	2021-03-26
MZ287371.1	Uganda	Africa	PARTIAL	29810	A.23.1	2021-01-15
MZ287368.1	Uganda	Africa	COMPLETE	29855	A.23.1	2020-11-14
MZ287367.1	Uganda	Africa	COMPLETE	29821	A.23.1	2021-01-13
MZ287366.1	Uganda	Africa	PARTIAL	29838	A.23.1	2020-11-01
MZ287365.1	Uganda	Africa	PARTIAL	29850	A.23.1	2020-11-10
MZ287364.1	Uganda	Africa	COMPLETE	29818	A.23.1	2020-11-13
MZ287362.1	Uganda	Africa	COMPLETE	29859	A.23.1	2021-01-24
MZ287359.1	Uganda	Africa	COMPLETE	29822	A.23.1	2021-01-15
MZ287357.1	Uganda	Africa	PARTIAL	29526	A.23.1	2021-01-15
MZ287355.1	Uganda	Africa	PARTIAL	29790	A.23.1	2021-01-13
MZ287354.1	Uganda	Africa	COMPLETE	29855	A.23.1	2021-01-17
MZ287353.1	Uganda	Africa	PARTIAL	29430	A.23.1	2020-11-08
MZ287352.1	Uganda	Africa	COMPLETE	29821	A.23.1	2021-01-13
MZ287351.1	Uganda	Africa	PARTIAL	29781	A.23.1	2021-01-25
MZ287349.1	Uganda	Africa	PARTIAL	29720	A.23.1	2021-01-13
MZ287347.1	Uganda	Africa	COMPLETE	29824	A.23.1	2020-11-04
MZ287335.1	Uganda	Africa	PARTIAL	29500	A.23.1	2021-01-18
MZ287334.1	Uganda	Africa	PARTIAL	29505	A.23.1	2021-01-19
MZ287333.1	Uganda	Africa	PARTIAL	29467	A.23.1	2020-11-12
MW571125.1	Ghana	Africa	COMPLETE	29783	A.23.1	2021-01-06
OM811375.1	Uganda	Africa	COMPLETE	29878	A.25	2020-07-31
OL914963.1	Kenya	Africa	PARTIAL	29782	A.25	2020-08-13
OK487773.1	Kenya	Africa	PARTIAL	29782	A.25	2020-08-27
OK449105.1	Kenya	Africa	PARTIAL	29782	A.25	2020-08-03
OK449077.1	Kenya	Africa	COMPLETE	29782	A.25	2020-06-08
OK449074.1	Kenya	Africa	PARTIAL	29782	A.25	2020-06-08
OK449073.1	Kenya	Africa	PARTIAL	29782	A.25	2020-06-08
MW751355.1	Kenya	Africa	PARTIAL	29782	A.25	2020-07-06
OQ520996.1	Cameroon	Africa	PARTIAL	29782	A.27	2021-02-22
OQ050700.1	Nigeria	Africa	PARTIAL	29819	A.27	2021-01-05
OP581839.1	Gambia	Africa	PARTIAL	29767	A.27	2021-03-25
OP581734.1	Gambia	Africa	PARTIAL	29767	A.27	2021-02-04
OP581732.1	Gambia	Africa	PARTIAL	29767	A.27	2021-02-04
OP581726.1	Gambia	Africa	PARTIAL	29767	A.27	2021-02-03
OP581724.1	Gambia	Africa	PARTIAL	29767	A.27	2021-02-03
OP581723.1	Gambia	Africa	PARTIAL	29767	A.27	2021-02-03
OP581721.1	Gambia	Africa	PARTIAL	29767	A.27	2021-02-02
OP581678.1	Gambia	Africa	PARTIAL	29775	A.27	2021-03-19
OP581676.1	Gambia	Africa	PARTIAL	29767	A.27	2021-03-23
OP581674.1	Gambia	Africa	PARTIAL	29766	A.27	2021-03-18
OP581673.1	Gambia	Africa	PARTIAL	29766	A.27	2021-03-17
OP581672.1	Gambia	Africa	PARTIAL	29767	A.27	2021-03-17
OP581670.1	Gambia	Africa	PARTIAL	29767	A.27	2021-03-16
OP581668.1	Gambia	Africa	PARTIAL	29767	A.27	2021-03-08
OP581662.1	Gambia	Africa	PARTIAL	29767	A.27	2021-03-24
OP581661.1	Gambia	Africa	PARTIAL	29767	A.27	2021-03-23
OP581637.1	Gambia	Africa	PARTIAL	29767	A.27	2021-03-17
OP581636.1	Gambia	Africa	PARTIAL	29767	A.27	2021-03-13
OP581632.1	Gambia	Africa	PARTIAL	29767	A.27	2021-03-08
OP581630.1	Gambia	Africa	PARTIAL	29767	A.27	2021-03-08
OP581629.1	Gambia	Africa	PARTIAL	29767	A.27	2021-03-06
OP581627.1	Gambia	Africa	PARTIAL	29485	A.27	2021-02-21
OP581625.1	Gambia	Africa	PARTIAL	29485	A.27	2021-02-08
OP581623.1	Gambia	Africa	PARTIAL	29767	A.27	2021-02-21
OP581622.1	Gambia	Africa	PARTIAL	29767	A.27	2021-02-21
OP581617.1	Gambia	Africa	PARTIAL	29767	A.27	2021-02-15
OP581615.1	Gambia	Africa	PARTIAL	29758	A.27	2021-02-14
OP581606.1	Gambia	Africa	PARTIAL	29767	A.27	2021-02-22
OP581604.1	Gambia	Africa	PARTIAL	29767	A.27	2021-02-16
OP581581.1	Gambia	Africa	PARTIAL	29767	A.27	2021-02-18
OP581550.1	Gambia	Africa	PARTIAL	29767	A.27	2021-01-26
OP581537.1	Gambia	Africa	PARTIAL	29767	A.27	2021-01-27
OP581533.1	Gambia	Africa	PARTIAL	29767	A.27	2021-01-25
OP581524.1	Gambia	Africa	PARTIAL	29767	A.27	2021-01-23
OP581523.1	Gambia	Africa	PARTIAL	29767	A.27	2021-01-22
OP581512.1	Gambia	Africa	PARTIAL	29767	A.27	2021-01-21
OP581507.1	Gambia	Africa	PARTIAL	29767	A.27	2021-01-20
OP581499.1	Gambia	Africa	PARTIAL	29485	A.27	2021-02-22
OP581467.1	Gambia	Africa	PARTIAL	29767	A.27	2021-01-15
OP581466.1	Gambia	Africa	PARTIAL	29775	A.27	2021-01-15
OP581465.1	Gambia	Africa	PARTIAL	29767	A.27	2021-01-15
OP581464.1	Gambia	Africa	PARTIAL	29767	A.27	2021-01-15
OL601801.1	Nigeria: Oyo	Africa	PARTIAL	29766	A.27	2021-02-11
OL601564.1	Nigeria: Oyo	Africa	PARTIAL	29766	A.27	2021-01-05
MW739943.1	Ghana	Africa	PARTIAL	29782	A.27	2021-01-22
MW739942.1	Ghana	Africa	PARTIAL	29782	A.27	2021-01-22
MW739941.1	Ghana	Africa	PARTIAL	29782	A.27	2021-01-22
MW739940.1	Ghana	Africa	PARTIAL	29782	A.27	2021-01-22
MW739935.1	Ghana	Africa	PARTIAL	29782	A.27	2021-01-18
MW739931.1	Ghana	Africa	PARTIAL	29782	A.27	2021-01-18
MZ093198.1	Egypt	Africa	COMPLETE	29890	A.28	2021-05-02
MZ093197.1	Egypt	Africa	COMPLETE	29882	A.28	2021-05-02
MZ093196.1	Egypt	Africa	COMPLETE	29883	A.28	2021-05-02
MZ087810.1	Egypt	Africa	COMPLETE	29888	A.28	2021-04-25
MZ087809.1	Egypt	Africa	COMPLETE	29885	A.28	2021-04-25
MZ087803.1	Egypt	Africa	COMPLETE	29881	A.28	2021-04-25
MZ087802.1	Egypt	Africa	COMPLETE	29879	A.28	2021-04-25
MZ087801.1	Egypt	Africa	COMPLETE	29881	A.28	2021-04-25
MZ043009.1	Egypt	Africa	COMPLETE	29891	A.28	2021-04-18
MZ043008.1	Egypt	Africa	COMPLETE	29899	A.28	2021-04-18
MZ043007.1	Egypt	Africa	COMPLETE	29895	A.28	2021-04-18
MW595907.1	Egypt	Africa	COMPLETE	29793	A.28	2021-01-03
MW548230.1	Egypt	Africa	COMPLETE	29793	A.28	2021-01-03
MW548224.1	Egypt	Africa	COMPLETE	29793	A.28	2021-01-03
MW547503.1	Egypt	Africa	COMPLETE	29793	A.28	2020-12-25
MW504769.1	Egypt	Africa	COMPLETE	29787	A.28	2020-12-25
MW504609.1	Egypt	Africa	COMPLETE	29787	A.28	2020-12-25
MW467456.1	Egypt	Africa	COMPLETE	29903	A.28	2020-07-28
OQ521495.1	Cameroon	Africa	PARTIAL	29782	A.29	2021-02-03
PP521178.1	South Africa	Africa	PARTIAL	29686	B	2021-06-16
PP521175.1	South Africa	Africa	PARTIAL	29812	B	2021-06-17
PP521168.1	South Africa	Africa	PARTIAL	29710	B	2021-06-06
PP519562.1	South Africa	Africa	PARTIAL	29815	B	2020-03-25
OQ521342.1	Cameroon	Africa	PARTIAL	29808	B	2021-09-23
OQ521338.1	Cameroon	Africa	PARTIAL	29680	B	2021-08-28
OQ521337.1	Cameroon	Africa	PARTIAL	29731	B	2021-09-23
OQ521322.1	Cameroon	Africa	PARTIAL	29828	B	2021-08-18
OQ521300.1	Cameroon	Africa	PARTIAL	29849	B	2021-08-28
OQ521253.1	Cameroon	Africa	PARTIAL	29796	B	2021-08-18
OQ521247.1	Cameroon	Africa	PARTIAL	29858	B	2021-08-19
OQ521224.1	Cameroon	Africa	PARTIAL	29842	B	2021-09-11
OQ521223.1	Cameroon	Africa	PARTIAL	29746	B	2021-09-23
OQ052618.1	Nigeria	Africa	PARTIAL	29803	B	2020-12-01
OP581590.1	Gambia	Africa	COMPLETE	29783	B	2021-02-08
OP581578.1	Gambia	Africa	PARTIAL	29782	B	2021-02-18
OP581540.1	Gambia	Africa	PARTIAL	29782	B	2021-01-27
OP581536.1	Gambia	Africa	PARTIAL	29782	B	2021-01-27
OP581479.1	Gambia	Africa	PARTIAL	29782	B	2020-08-04
OP581478.1	Gambia	Africa	PARTIAL	29780	B	2021-01-17
OP581475.1	Gambia	Africa	PARTIAL	29782	B	2021-01-17
OP581473.1	Gambia	Africa	PARTIAL	29782	B	2021-01-16
OP581472.1	Gambia	Africa	PARTIAL	29782	B	2021-01-16
OP581471.1	Gambia	Africa	PARTIAL	29782	B	2021-01-16
OP001508.1	Kenya	Africa	PARTIAL	29782	B	2021-01-19
OM765578.1	South Africa	Africa	PARTIAL	29686	B	2021-06-16
OM765559.1	South Africa	Africa	PARTIAL	29812	B	2021-06-17
OM738265.1	Kenya: Meru	Africa	PARTIAL	29782	B	2021-03-04
OM725346.1	South Africa	Africa	PARTIAL	29815	B	2020-03-25
OM720733.1	South Africa	Africa	PARTIAL	29710	B	2021-06-06
OL915231.1	Kenya	Africa	PARTIAL	29782	B	2021-01-25
OL915223.1	Kenya	Africa	PARTIAL	29782	B	2021-01-25
OL915222.1	Kenya	Africa	PARTIAL	29302	B	2021-01-18
OL915220.1	Kenya	Africa	PARTIAL	29782	B	2021-01-15
OL915211.1	Kenya	Africa	PARTIAL	29782	B	2021-01-25
OL914957.1	Kenya	Africa	PARTIAL	29494	B	2020-05-20
OL913016.1	Kenya	Africa	PARTIAL	29777	B	2020-12-05
OL913008.1	Kenya	Africa	PARTIAL	29483	B	2020-11-20
OL913006.1	Kenya	Africa	PARTIAL	29777	B	2020-11-22
OL739854.1	Kenya	Africa	PARTIAL	29483	B	2021-09-30
OL739760.1	Kenya	Africa	PARTIAL	29161	B	2021-08-01
OL351410.1	Egypt	Africa	COMPLETE	29903	B	2021-10-19
OK001943.1	Egypt	Africa	COMPLETE	29903	B	2021-05-25
OK001917.1	Egypt	Africa	COMPLETE	29903	B	2021-05-14
OK001910.1	Egypt	Africa	COMPLETE	29903	B	2021-05-18
OK001904.1	Egypt	Africa	COMPLETE	29903	B	2021-05-07
OK001902.1	Egypt	Africa	COMPLETE	29903	B	2021-05-21
OK001896.1	Egypt	Africa	COMPLETE	29903	B	2021-04-29
OK001893.1	Egypt	Africa	COMPLETE	29903	B	2021-04-28
OK001892.1	Egypt	Africa	COMPLETE	29903	B	2021-04-27
OK001891.1	Egypt	Africa	COMPLETE	29903	B	2021-05-23
OK001889.1	Egypt	Africa	COMPLETE	29903	B	2021-05-19
OK001888.1	Egypt	Africa	COMPLETE	29903	B	2021-05-17
OK001884.1	Egypt	Africa	COMPLETE	29903	B	2021-05-07
OK001883.1	Egypt	Africa	COMPLETE	29903	B	2021-05-05
OK001882.1	Egypt	Africa	COMPLETE	29903	B	2021-05-04
OK001880.1	Egypt	Africa	COMPLETE	29903	B	2021-05-02
OK001879.1	Egypt	Africa	COMPLETE	29903	B	2021-05-02
OK001878.1	Egypt	Africa	COMPLETE	29903	B	2021-05-01
OK001877.1	Egypt	Africa	COMPLETE	29903	B	2021-05-01
OK001876.1	Egypt	Africa	COMPLETE	29903	B	2021-05-01
